importance,k,r_squared_of_trend,tops_count,peaks_count,trend_touching_std,trend_touching_mean,trend_touching_median,tops_height_std,tops_height_mean,tops_height_median,peaks_width_std,peaks_width_mean,peaks_width_median,tops_width_std,tops_width_mean,tops_width_median,peaks_height_std,peaks_height_mean,peaks_height_median,tops_HW_ratio_std,tops_HW_ratio_mean,tops_HW_ratio_median,trend_lenght_high_ratio,coeff_of_stand_deviat_before,average_grade,coeff_of_stand_deviat_after_norm
0.025667117808766328,0.9629199036029682,0.0007685275395966947,0.0,0.0,0.13551099043492887,0.8971845668541291,0.9301457272583726,0.24350238172534827,0.20401732286374902,0.13105765706145195,0.5839021600803608,0.9026413684505304,0.14585893288925073,0.721328864479748,0.8995686196865407,0.17161745226131359,0.020776725942089777,0.030034376656141826,0.013473242890685487,0.013867264985736831,0.03485927147632763,0.03485927147632763,0.03856311299758681,0.8505549682581656,0,1.0815109616671457
0.015418434335630475,0.8420907373186645,0.00013132833117794152,0.0,0.0,0.9247864270308037,0.38729501510605285,0.5176409075667874,0.10473435307906657,0.07917368679726246,0.055029152365195184,0.2839018581877998,0.3272109680678012,0.13417898685513419,0.6152628863888877,0.30597698363936515,0.08757281965484993,0.005249969192926381,0.007720170639386693,0.005469719833974354,0.009820731728308359,0.028258587532584027,0.028258587532584027,0.08321552035487342,0.8995779958417947,0,1.0783335465295634
0.005102242255592243,0.47965822121266366,0.0014239975319121534,0.0,0.0,0.03413197274579821,0.96920676064452,0.9715690922486521,0.47504671172592633,0.38853358078513234,0.22093508117429977,0.8607636126449579,0.9774682953468885,0.06229706322173044,0.9336982909322918,0.9767571692092103,0.040767168069128605,0.06965425508091327,0.07553740448114397,0.013915820747835693,0.08873636499685085,0.2044023491212868,0.2044023491212868,0.015667198911172953,0.8651538462515408,0,0.9841581338036834
0.02794748740617436,0.738449278947259,0.0003741918986810471,0.0,0.0,0.8962624336029047,0.4027523918164927,0.5461344901775205,0.07765558270597112,0.0564514416587744,0.04742243408945308,0.28215036147476297,0.3283129441141716,0.1727189344960587,0.5391735281301084,0.30711373929880653,0.10789209295507768,0.0027200794792785975,0.0038753504707804568,0.0035637954608318256,0.00502850081417964,0.016857112422843032,0.016857112422843032,0.15565517964773293,0.8970759187413914,0,1.0777674100058283
0.1403852626887373,0.629839596237547,0.0017329347313121994,0.25,0.25,0.5280042684601567,0.6950359861215958,0.7615087283202165,0.22790683237013104,0.15776486043468113,0.18379221228024006,0.1256606454317899,0.32033323815764775,0.4100577549270208,0.2831873896829441,0.3218496224966358,0.4839827679412879,0.010983012756072864,0.02911213123632305,0.06590255116578833,0.03861195360732424,0.07115826486187724,0.07115826486187724,0.022250801863883334,0.15961609473078242,1,1.4177017547985664
0.07017090900394045,0.39603861579795047,0.0013311205163612264,0.0,0.0,0.2868045765370502,0.8372208410380968,0.9252053178666508,0.4431525154653219,0.3256307970054304,0.3798446413424919,0.5364511111864186,0.758622734108733,0.38034813300728304,0.4976759908225701,0.7510045940052985,0.34266198080029975,0.04091243692559776,0.05721118337903225,0.07624209553029469,0.017415991417860894,0.03064543904450257,0.03064543904450257,0.017631627140654072,0.9073677102816762,1,1.0949711837603737
0.010492784784675427,0.6381511470878745,0.00037245102432292035,0.0,0.0,0.08578998935304871,0.944789718878636,0.9552331020761402,0.3498655191313935,0.1753562066267537,0.07283838650989165,0.6574524290983388,0.9343993945043357,0.09888715378164335,0.8779390538638445,0.9323289650391132,0.09314224782738476,0.05322376319939961,0.07135633507304512,0.021529478528579712,0.03305929524527444,0.06954531722260114,0.06954531722260114,0.016112689048767552,0.0,1,1.459345342941078
0.10274150657821639,0.5515490163616767,0.0004239205178156895,0.0,0.0,0.6188731323807782,0.5697379239103619,0.6708746956163035,0.43213807106654495,0.6542759644972087,0.6526494267134784,0.07127019515714916,0.5399480407812287,0.6353867168014028,0.26030418076067235,0.5254282794969704,0.4281736978803767,0.013675031395785386,0.06316310314317714,0.17155600371777865,0.02070836191142131,0.08703076738704842,0.08703076738704842,0.012799907269765804,0.8736406644116073,0,1.0297427013719882
0.10780913766535379,0.4265596578567292,0.0008703747959497863,0.25,0.25,0.3712943105384837,0.7511994155067276,0.8979920101271422,0.21736555397703666,0.36106278658405383,0.2963966303873643,0.43425191172298766,0.5115268024455244,0.24507941722381027,0.4191296379017838,0.5247125538093909,0.1278812748043438,0.0361062344009963,0.04810311790824243,0.05192580633511356,0.03769680314205219,0.0918158109788638,0.0918158109788638,0.016614045896501686,0.8039160912692112,1,1.1499934921767565
0.09627678565452086,0.48717559286387624,0.0012679484794396582,0.0,0.0,0.656971207957646,0.3067637457972936,0.31165451073151623,0.2063670331285669,0.35893842492696676,0.3445003510631117,0.2703007858946852,0.8331062262320862,0.7413513262161494,0.37740338444788585,0.8278388695642567,0.41498463476768216,0.03257581110404479,0.0849903586443694,0.2077170359941968,0.03815844725387811,0.05706917607975135,0.05706917607975135,0.012290596723441821,0.8678413943454707,0,0.9817983177797247
0.03506798549295513,0.4830120878503645,0.000531311559470573,0.0,0.0,0.19511225531281307,0.9150575037983294,0.9821826328643941,0.3142317591896146,0.27715605333590926,0.2523431481505015,0.7029761980623452,0.8308556722296845,0.12736802335345496,0.6837412354547379,0.8255172855266221,0.2396446187149366,0.07817491036874648,0.09147641420041176,0.03861116754797359,0.10268884285430449,0.15448414607229485,0.15448414607229485,0.011316441859888133,0.2920740652599795,1,1.3303476577666167
0.002145344689605381,0.5660220700724871,0.0011853684217398939,0.0,0.0,0.8601425736170841,0.057527257913169955,0.014243347388888656,0.6812660719974208,0.33534089283800744,0.08303867423406235,0.6787770024656536,0.9866293611496736,0.01718028810143427,0.9759157978247565,0.9862073686324496,0.019175574697273184,0.12978613591664453,0.17599880263358672,0.00964837349396596,0.11450375635654339,0.23804595187794506,0.23804595187794506,0.006102077766462637,0.20831375285334322,1,0.9277353357194916
0.041809052493354544,0.8297710920089867,0.00041261398459345726,0.25,0.25,0.7652852476289115,0.7000486881161647,0.9372926601427863,0.09513836379349513,0.06379627010773307,0.04802804398182336,0.29641950257510047,0.1842789621044224,0.11146640310160871,0.631590502736975,0.17749136775833985,0.019637180145582155,0.008428727679985515,0.009829813900305122,0.007173939175392178,0.0800061547208262,0.11184504356856655,0.11184504356856655,0.05391380748598612,0.6199668373945891,0,1.2080784749813729
0.03564715236927072,0.7271480700703783,0.0006026844708106473,0.0,0.0,0.19022996877825107,0.8132575066930904,0.8232145426867222,0.095573047222044,0.09330496579246235,0.07403528125632523,0.5575676461992736,0.9164567862065328,0.4323558306136412,0.6333886718449185,0.9138200676861712,0.260583937787459,0.009198209839450322,0.013821253588860835,0.018638271356747647,0.0059701598129289326,0.013784120108675262,0.013784120108675262,0.08409543475386287,0.8497605217236638,1,1.0803314732252014
0.008724821404987752,0.6006985932927722,0.00021102727733033602,0.0,0.0,0.06793343603938766,0.955222263268788,0.9646977033412507,0.8584373685826939,0.45063519503725785,0.15179493009507214,0.6945254016618374,0.9457893093504691,0.09769835121883304,0.8957463846767159,0.9440783585078235,0.0769867049998647,0.1645111723452956,0.21246342963350978,0.06376042948847639,0.11577550874135091,0.20255569631988163,0.20255569631988163,0.004675510108966997,0.2642041351709314,0,0.841987074783899
0.055547281865328396,0.8037756440466325,0.0005283444494011499,0.25,0.25,0.7299533500556112,0.6465095616868927,0.8732239564072873,0.1103845357828952,0.0943815645540336,0.055126078148320844,0.20406507841278648,0.22592784153792447,0.25980428217948387,0.5566908026792864,0.2216822577563433,0.04600458817525659,0.008244521809110813,0.013752298345343984,0.022619479093361317,0.10368472322439844,0.14827849074697544,0.14827849074697544,0.0414603513454321,0.5466443855158917,1,1.205906340185412
0.048854276813955495,0.6337084781104226,0.0014781232139045868,0.0,0.0,0.559163890473681,0.6254352394258452,0.6973975865691684,0.10473021655921029,0.08860776140124942,0.08455957449335977,0.2045844346173377,0.6035094721882214,0.48463266677059724,0.3987100123676565,0.5909957817236211,0.4711287600536993,0.005775424053872533,0.015127840178781873,0.02986295802386035,0.009215477986203521,0.019891387885081352,0.019891387885081352,0.05921234906101018,0.7190136702795108,1,1.1417002460315824
0.1092729970977787,0.6583978276871033,0.0017902100557782364,0.25,0.25,0.7925947932548856,0.3813023881744224,0.31572302439916,0.07026059669145202,0.06734334492072566,0.06400429110392347,0.14445176884697888,0.23498488528016345,0.28874484454167204,0.37463517994766454,0.23129209190228772,0.249029818194289,0.003694831390046243,0.007842896853071973,0.014355574102215666,0.007719638838774793,0.020810225060082503,0.020810225060082503,0.07222784227261547,0.8659204478363363,0,0.9836696095297602
0.012693355998881998,0.6678774036123584,0.0013816833443699474,0.0,0.0,0.800697561018143,0.6663769193308192,0.9489264898457255,0.11837096385483062,0.07561856757995639,0.04783906695016555,0.19875175711406354,0.3386129111628375,0.17219764756371156,0.6353771650550962,0.3177387849821473,0.09413704724159254,0.007206319350112343,0.014334330902323573,0.013195999033299061,0.007931822012190148,0.0263277288100236,0.0263277288100236,0.046549720088160745,0.5881824625035298,0,1.2043831944750825
0.009016588690809622,0.6935040262047788,0.0012489287224335083,0.0,0.0,0.062350779474302745,0.9725793592539732,0.9929738758430579,0.23758093013560128,0.13396625081344507,0.0708802605688815,0.8612979760804887,0.9447239523100667,0.05315076826972577,0.8928489112098627,0.9429793775916849,0.07892532994337212,0.10735479627122613,0.11390276827496866,0.018622810355828762,0.03363300734801949,0.06273777884386536,0.06273777884386536,0.00975020731028109,0.28325117341714945,1,0.8412590867949055
